ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
181	"ENSG00000143164.11"	"DCAF6"	chr1	+	167992225	167992285	168007608	168007726	167973770	167974031	168012262	168012378	181	24,22	82,118	4,5	60,85	159	199	0.000788406910326	0.0287906839271	0.268,0.189	0.077,0.069	0.155
2589	"ENSG00000140694.12"	"PARN"	chr16	-	14693760	14693817	14698002	14698083	14687157	14687235	14700340	14700383	2589	319,225	118,84	366,485	89,99	180	156	0.000777493083825	0.0287906839271	0.701,0.699	0.781,0.809	-0.095
4936	"ENSG00000162368.9"	"CMPK1"	chr1	+	47838626	47838779	47840580	47840657	47834140	47834287	47840868	47840965	4936	392,482	2253,1845	333,569	1294,1455	199	176	0.000769863464948	0.0287906839271	0.133,0.188	0.185,0.257	-0.06
5336	"ENSG00000137693.9"	"YAP1"	chr11	+	102033186	102033302	102056748	102056862	101984874	101985125	102076623	102076817	5336	181,401	82,93	135,322	110,175	199	199	0.000782911287032	0.0287906839271	0.688,0.812	0.551,0.648	0.15
1059	"ENSG00000126602.6"	"TRAP1"	chr16	-	3721722	3721792	3722700	3722821	3715971	3716119	3724339	3724495	1059	137,133	784,671	129,109	437,361	199	169	0.000795574301638	0.0287997897193	0.129,0.144	0.2,0.204	-0.066
2734	"ENSG00000049541.6"	"RFC2"	chr7	-	73660991	73661093	73663341	73663448	73657475	73657576	73664068	73664110	2734	26,15	60,56	14,10	84,109	199	199	0.000808610869777	0.0290193711283	0.302,0.211	0.143,0.084	0.143
435	"ENSG00000141551.10"	"CSNK1D"	chr17	-	80210891	80211120	80213304	80213453	80210309	80210480	80223561	80223672	435	62,62	214,256	25,25	215,165	199	199	0.000849341032485	0.0302205702413	0.225,0.195	0.104,0.132	0.092
1984	"ENSG00000112851.10"	"ERBB2IP"	chr5	+	65370851	65371058	65372143	65372236	65349233	65350779	65372702	65372777	1984	105,243	76,97	152,345	38,88	199	192	0.000860667053013	0.0303640418788	0.571,0.707	0.794,0.791	-0.153
1992	"ENSG00000128833.8"	"MYO5C"	chr15	-	52521329	52521510	52524818	52524882	52517635	52517729	52527866	52527960	1992	77,102	81,120	110,192	82,106	163	199	0.000979057820429	0.0342505689617	0.537,0.509	0.621,0.689	-0.132
2559	"ENSG00000204574.8"	"ABCF1"	chr6	+	30546246	30546354	30547707	30547782	30546124	30546162	30548182	30548296	2559	25,20	454,452	9,6	317,547	199	174	0.00100333964764	0.0345198591167	0.046,0.037	0.024,0.009	0.025
5513	"ENSG00000139292.8"	"LGR5"	chr12	+	71953365	71953434	71955560	71955632	71950398	71950470	71960183	71960255	5513	157,305	57,96	179,305	40,48	168	171	0.000999370334014	0.0345198591167	0.737,0.764	0.82,0.866	-0.093
2689	"ENSG00000112699.6"	"GMDS"	chr6	-	1742701	1742820	1930336	1930464	1624706	1624775	1960100	1960205	2689	549,692	28,15	345,583	0,10	199	199	0.00112697644013	0.0384557616415	0.951,0.979	1.0,0.983	-0.027
4111	"ENSG00000122483.13"	"CCDC18"	chr1	+	93676358	93676483	93677657	93677818	93672663	93672955	93680302	93680523	4111	20,10	33,27	7,10	27,101	199	199	0.00119353408726	0.0403957919127	0.377,0.27	0.206,0.09	0.176
1699	"ENSG00000120805.9"	"ARL1"	chr12	-	101796642	101796724	101799621	101799759	101794839	101794951	101801419	101801524	1699	156,112	255,329	59,77	200,368	199	181	0.00126276134134	0.0423941569677	0.358,0.236	0.212,0.16	0.111
1600	"ENSG00000138674.12"	"SEC31A"	chr4	-	83752089	83752128	83763337	83763494	83750152	83750211	83765538	83765662	1600	14,30	21,25	12,8	45,27	199	138	0.00127704548197	0.0425307227315	0.316,0.454	0.156,0.17	0.222
419	"ENSG00000171097.9"	"CCBL1"	chr9	-	131600496	131600646	131604932	131605080	131600329	131600416	131607631	131607690	419	54,31	106,66	23,1	81,55	199	199	0.00129332464677	0.04273103575	0.338,0.32	0.221,0.018	0.21
191	"ENSG00000091262.10"	"ABCC6"	chr16	-	16272654	16272822	16278815	16278891	16271308	16271483	16280980	16281068	191	11,16	17,14	25,3	3,1	175	199	0.00134235278339	0.0440016900571	0.424,0.565	0.905,0.773	-0.345
1146	"ENSG00000067048.12"	"DDX3Y"	chrY	+	15021270	15021318	15023750	15023880	15019447	15019505	15024638	15024794	1146	130,129	520,589	133,143	363,389	147	199	0.00137376744854	0.0443332859556	0.253,0.229	0.332,0.332	-0.091
2104	"ENSG00000080618.9"	"CPB2"	chr13	-	46652934	46653036	46656575	46656684	46648007	46648112	46658353	46658478	2104	175,238	133,161	107,135	108,199	199	199	0.00137355487197	0.0443332859556	0.568,0.596	0.498,0.404	0.131
2274	"ENSG00000117519.11"	"CNN3"	chr1	-	95367676	95367814	95368677	95368744	95367224	95367341	95368958	95369080	2274	28,28	513,598	14,10	360,783	166	199	0.00140553932448	0.0450026770873	0.061,0.053	0.045,0.015	0.027
2594	"ENSG00000080603.12"	"SRCAP"	chr16	+	30732033	30732299	30732509	30732797	30731482	30731652	30733442	30733607	2594	16,33	12,35	19,20	5,4	199	199	0.00142694051778	0.0450026770873	0.571,0.485	0.792,0.833	-0.284
613	"ENSG00000114120.7"	"SLC25A36"	chr3	+	140685189	140685276	140685841	140685878	140681968	140682069	140689768	140689835	613	10,15	23,31	28,23	22,7	186	136	0.00142095966112	0.0450026770873	0.241,0.261	0.482,0.706	-0.343
3518	"ENSG00000135317.8"	"SNX14"	chr6	-	86267693	86267778	86275049	86275137	86259440	86259597	86277251	86277295	3518	113,134	49,20	56,75	47,43	187	184	0.00147226252046	0.0460829238547	0.694,0.868	0.54,0.632	0.195
5120	"ENSG00000109667.7"	"SLC2A9"	chr4	-	9909858	9909969	9922008	9922196	9892233	9892335	9943536	9943669	5120	35,13	113,48	4,4	62,38	199	199	0.00152144547409	0.0472669963331	0.236,0.213	0.061,0.095	0.146
4865	"ENSG00000185379.16"	"RAD51D"	chr17	-	33434006	33434141	33434384	33434466	33433404	33433500	33446129	33446191	4865	16,4	3,0	7,1	18,1	181	199	0.00154212433992	0.0475545453858	0.854,1.0	0.3,0.524	0.515
4032	"ENSG00000169710.6"	"FASN"	chr17	-	80041077	80041197	80041215	80041301	80040789	80040991	80041392	80041515	4032	546,234	542,285	365,145	278,91	185	199	0.00158023893923	0.048371578706	0.52,0.469	0.585,0.632	-0.114
2842	"ENSG00000167522.10"	"ANKRD11"	chr16	-	89371613	89371752	89379724	89379997	89357420	89357591	89383340	89383486	2842	1,1	310,176	13,4	250,225	199	199	0.00160874335524	0.0488846612253	0.003,0.006	0.049,0.017	-0.029
1289	"ENSG00000152601.13"	"MBNL1"	chr3	+	152173330	152173366	152174055	152174150	152165408	152165562	152177059	152177134	1289	11,39	14,36	8,15	41,35	135	194	0.00168575057027	0.0508534755365	0.53,0.609	0.219,0.381	0.27
2729	"ENSG00000169398.15"	"PTK2"	chr8	-	141745349	141745554	141749116	141749206	141727696	141727808	141753328	141753429	2729	185,149	130,78	154,134	66,23	189	199	0.00177119424422	0.0526677259906	0.6,0.668	0.711,0.86	-0.151
4272	"ENSG00000249624.4"	"AP000295.9"	chr21	+	34640698	34640822	34648900	34649058	34624966	34625135	34652056	34652223	4272	0,1	61,77	4,6	44,39	199	199	0.00176680843798	0.0526677259906	0.0,0.013	0.083,0.133	-0.102
493	"ENSG00000071054.11"	"MAP4K4"	chr2	+	102499012	102499147	102501648	102501749	102493464	102493608	102503549	102503723	493	4138,3596	216,227	3325,5070	152,168	199	199	0.0017839656878	0.0526712706263	0.95,0.941	0.956,0.968	-0.016
1617	"ENSG00000177479.15"	"ARIH2"	chr3	+	48960180	48960244	48999044	48999112	48956268	48956431	49002351	49002415	1617	12,22	52,140	7,3	53,149	163	167	0.0018007918956	0.0527936384604	0.191,0.139	0.119,0.02	0.096
2839	"ENSG00000138430.11"	"OLA1"	chr2	-	174987907	174988005	174988322	174988403	174946651	174946792	175006552	175006728	2839	438,181	2138,1470	232,149	1550,1873	180	197	0.00184024392641	0.0532009407336	0.183,0.119	0.141,0.08	0.041
2971	"ENSG00000169062.10"	"UPF3A"	chr13	+	115051993	115052104	115057108	115057255	115047495	115047602	115064314	115064475	2971	15,17	18,9	25,19	2,4	199	199	0.00183336205293	0.0532009407336	0.455,0.654	0.926,0.826	-0.322
2064	"ENSG00000066136.15"	"NFYC"	chr1	+	41215244	41215358	41218822	41218918	41213205	41213277	41223792	41223966	2064	231,173	29,70	231,277	23,26	199	195	0.00196603749846	0.056083641679	0.886,0.708	0.908,0.913	-0.114
4467	"ENSG00000089123.11"	"TASP1"	chr20	-	13550153	13550233	13561543	13561628	13539654	13539761	13567896	13568017	4467	45,39	48,72	26,24	69,99	184	179	0.00196690167791	0.056083641679	0.477,0.345	0.268,0.191	0.181
2241	"ENSG00000089234.11"	"BRAP"	chr12	-	112119440	112119639	112120949	112121111	112116954	112117144	112123514	112123790	2241	16,20	25,28	14,5	51,33	199	199	0.00200291929585	0.056338871815	0.39,0.417	0.215,0.132	0.23
989	"ENSG00000011009.6"	"LYPLA2"	chr1	+	24120349	24120420	24120552	24120626	24120194	24120242	24120713	24120815	989	349,145	109,45	204,95	37,12	170	173	0.0019971739636	0.056338871815	0.765,0.766	0.849,0.89	-0.104
2881	"ENSG00000108799.8"	"EZH1"	chr17	-	40879652	40879781	40880842	40880970	40874812	40874933	40882845	40882936	2881	50,66	0,0	20,45	6,2	199	199	0.00202599553699	0.0564184700704	1.0,1.0	0.769,0.957	0.137
5331	"ENSG00000117543.15"	"DPH5"	chr1	-	101467022	101467100	101479265	101479374	101460665	101460705	101487196	101487321	5331	22,23	95,57	5,10	72,74	199	177	0.00203285383391	0.0564184700704	0.171,0.264	0.058,0.107	0.135
4721	"ENSG00000103342.8"	"GSPT1"	chr16	-	11969942	11970032	11971263	11971437	11969617	11969786	11976871	11976952	4721	159,114	830,965	110,92	756,1363	199	189	0.00213070020733	0.0587424169743	0.154,0.101	0.121,0.06	0.037
2034	"ENSG00000130731.11"	"C16orf13"	chr16	-	684888	684956	685280	685340	684718	684797	685611	685774	2034	27,24	110,69	38,20	59,34	159	167	0.00219380516433	0.060084282231	0.205,0.268	0.404,0.382	-0.157
836	"ENSG00000075420.8"	"FNDC3B"	chr3	+	171965322	171965566	171969049	171969331	171944660	171944737	172003715	172003774	836	344,930	123,198	228,425	105,176	199	199	0.00222592357108	0.0605654890615	0.737,0.824	0.685,0.707	0.085
3630	"ENSG00000110958.11"	"PTGES3"	chr12	-	57059987	57060050	57064058	57064148	57058559	57058584	57065532	57065631	3630	1051,641	222,117	807,854	133,84	189	162	0.00225608663922	0.0609875888251	0.802,0.824	0.839,0.897	-0.055
112	"ENSG00000087191.8"	"PSMC5"	chr17	+	61906853	61906923	61907211	61907309	61905497	61905569	61907492	61907549	112	882,583	442,263	551,362	338,342	169	197	0.00229183342763	0.0614804690119	0.699,0.721	0.655,0.552	0.106
3533	"ENSG00000149273.10"	"RPS3"	chr11	+	75113395	75113423	75115063	75115251	75112683	75112777	75115715	75115912	3533	907,320	11009,6177	486,169	6971,5928	127	199	0.00230385615322	0.0614804690119	0.114,0.075	0.098,0.043	0.024
4951	"ENSG00000166295.4"	"ANAPC16"	chr10	+	73983645	73983814	73990123	73990198	73975805	73975896	73992758	73995618	4951	31,17	205,138	11,6	205,110	199	174	0.0023729104886	0.0625216858484	0.117,0.097	0.045,0.046	0.062
995	"ENSG00000087274.12"	"ADD1"	chr4	+	2910241	2910331	2916610	2916767	2909469	2909571	2927740	2927839	995	1199,807	172,66	812,682	77,30	189	199	0.00236476009668	0.0625216858484	0.88,0.928	0.917,0.96	-0.034
4619	"ENSG00000168411.9"	"RFWD3"	chr16	-	74685817	74686020	74694829	74695349	74683029	74683100	74698521	74698643	4619	2,7	35,47	0,0	67,49	199	199	0.00246993375867	0.0646687687883	0.054,0.13	0.0,0.0	0.092
5290	"ENSG00000164808.12"	"SPIDR"	chr8	+	48206455	48206619	48320422	48320523	48203621	48203726	48352884	48353104	5290	120,161	19,16	122,237	13,3	199	199	0.00264164316284	0.0687322530431	0.863,0.91	0.904,0.988	-0.059
5016	"ENSG00000137161.12"	"CNPY3"	chr6	+	42903311	42903408	42905454	42905577	42896981	42897459	42905827	42905945	5016	11,7	1185,471	19,9	607,370	196	199	0.00276104207328	0.0713926593234	0.009,0.015	0.031,0.024	-0.015
1987	"ENSG00000112851.10"	"ERBB2IP"	chr5	+	65364704	65364848	65367996	65368142	65349233	65350779	65370851	65371058	1987	18,39	2,1	4,6	0,7	199	199	0.0028835762893	0.0729792786455	0.9,0.975	1.0,0.462	0.207
2675	"ENSG00000101019.17"	"UQCC1"	chr20	-	33954359	33954417	33961986	33962059	33934966	33935075	33981894	33981999	2675	10,8	251,287	0,0	165,192	172	157	0.00287902507642	0.0729792786455	0.035,0.025	0.0,0.0	0.03
4939	"ENSG00000176393.6"	"RNPEP"	chr1	+	201958510	201958659	201965274	201965391	201958031	201958172	201966446	201966682	4939	23,23	86,76	13,11	91,111	199	199	0.00290372520434	0.0729792786455	0.211,0.232	0.125,0.09	0.114
5329	"ENSG00000102897.5"	"LYRM1"	chr16	+	20913807	20914039	20922504	20922618	20911771	20911857	20926877	20927036	5329	78,47	0,2	35,42	4,7	199	199	0.0028843333626	0.0729792786455	1.0,0.959	0.897,0.857	0.103
5464	"ENSG00000089157.11"	"RPLP0"	chr12	-	120636356	120636542	120636656	120636803	120635124	120635265	120636920	120637008	5464	1260,835	2465,2137	1056,320	2637,1878	199	199	0.00291005530991	0.0729792786455	0.338,0.281	0.286,0.146	0.094
783	"ENSG00000110075.10"	"PPP6R3"	chr11	+	68318588	68318654	68326033	68326147	68315534	68315672	68331770	68331900	783	73,150	23,37	73,168	4,26	165	199	0.00302839430047	0.0754922483405	0.793,0.83	0.957,0.886	-0.11
1026	"ENSG00000108219.10"	"TSPAN14"	chr10	+	82248972	82249070	82264483	82264534	82228302	82228443	82266983	82267130	1026	57,50	163,30	71,65	33,10	197	150	0.00308144058698	0.0756684477807	0.21,0.559	0.621,0.832	-0.342
1622	"ENSG00000107957.12"	"SH3PXD2A"	chr10	-	105526851	105526927	105561039	105561120	105495489	105495566	105614952	105615301	1622	20,32	43,79	9,10	37,81	180	175	0.00308999186229	0.0756684477807	0.311,0.283	0.191,0.107	0.148
2951	"ENSG00000117360.8"	"PRPF3"	chr1	+	150310635	150310802	150312873	150312953	150307405	150307712	150315784	150315928	2951	46,55	67,50	39,44	21,21	199	179	0.00308874786933	0.0756684477807	0.382,0.497	0.626,0.653	-0.2
3787	"ENSG00000175832.8"	"ETV4"	chr17	-	41610041	41610307	41610554	41610716	41607474	41607549	41611226	41611353	3787	1277,2243	97,159	580,1605	45,48	199	199	0.00311815647594	0.0759116105809	0.929,0.934	0.928,0.971	-0.018
1633	"ENSG00000162599.11"	"NFIA"	chr1	+	61818121	61818239	61824818	61824946	61798183	61798258	61848908	61849037	1633	6,13	12,19	12,50	9,11	199	199	0.00318321537214	0.0761593424955	0.333,0.406	0.571,0.82	-0.326
3845	"ENSG00000198363.11"	"ASPH"	chr8	-	62531536	62531578	62546241	62546286	62496502	62496588	62550505	62550562	3845	301,358	142,249	161,224	128,251	144	141	0.00317342629121	0.0761593424955	0.675,0.585	0.552,0.466	0.121
4431	"ENSG00000253729.3"	"PRKDC"	chr8	-	48731962	48732071	48733279	48733504	48730010	48730122	48734164	48734353	4431	29,48	126,232	24,24	156,279	199	199	0.00315991684261	0.0761593424955	0.187,0.171	0.133,0.079	0.073
1558	"ENSG00000010803.12"	"SCMH1"	chr1	-	41617285	41617356	41625396	41625605	41608549	41608784	41626546	41626570	1558	16,27	25,29	13,34	7,13	199	170	0.00326113040539	0.0775776335865	0.353,0.443	0.613,0.691	-0.254
2974	"ENSG00000169062.10"	"UPF3A"	chr13	+	115051993	115052104	115056963	115057019	115048311	115048418	115057108	115057267	2974	101,70	434,244	83,124	253,230	199	155	0.00330662202131	0.0781836866459	0.153,0.183	0.204,0.296	-0.082
3780	"ENSG00000174032.12"	"SLC25A30"	chr13	-	45980017	45980112	45983061	45983209	45976409	45976505	45985496	45985615	3780	44,71	4,5	34,27	8,10	199	194	0.0033241682768	0.0781836866459	0.915,0.933	0.806,0.725	0.158
3383	"ENSG00000127314.13"	"RAP1B"	chr12	+	69045774	69045831	69047891	69048032	69044179	69044248	69050085	69050229	3383	776,663	2140,1616	787,982	1384,1980	156	199	0.00341292000466	0.0798201459517	0.316,0.344	0.42,0.388	-0.074
2387	"ENSG00000249859.3"	"PVT1"	chr8	+	129082405	129082607	129094998	129095094	129022563	129022690	129108763	129108902	2387	38,41	2,2	14,16	8,3	199	195	0.00348208312182	0.0808478868586	0.949,0.953	0.632,0.839	0.215
756	"ENSG00000160917.10"	"CPSF4"	chr7	+	99047898	99047994	99048324	99048418	99045743	99045896	99049990	99050063	756	18,12	102,74	7,4	111,86	195	193	0.00351512551559	0.0808478868586	0.149,0.138	0.059,0.044	0.092
774	"ENSG00000163902.7"	"RPN1"	chr3	-	128350790	128351000	128356641	128356948	128348793	128348986	128363761	128363826	774	754,772	933,721	498,579	812,823	199	199	0.00350288309802	0.0808478868586	0.447,0.517	0.38,0.413	0.086
2927	"ENSG00000100867.10"	"DHRS2"	chr14	+	24108387	24108565	24109002	24109104	24105543	24105981	24112360	24112428	2927	37,33	2384,1022	36,40	1756,453	199	199	0.00365607552732	0.0836277056057	0.015,0.031	0.02,0.081	-0.028
4121	"ENSG00000130985.12"	"UBA1"	chrX	+	47057508	47057754	47057925	47058027	47053235	47053423	47058201	47058318	4121	15,4	8,9	1,2	0,0	199	199	0.00367972707556	0.0837087640194	0.652,0.308	1.0,1.0	-0.52
4784	"ENSG00000172775.12"	"FAM192A"	chr16	-	57212413	57212444	57212717	57212764	57207639	57207781	57219732	57219943	4784	0,0	63,50	7,0	25,33	146	130	0.00370633116193	0.0838557425387	0.0,0.0	0.2,0.0	-0.1
2277	"ENSG00000171100.10"	"MTM1"	chrX	+	149767055	149767150	149783061	149783172	149764961	149765034	149787510	149787612	2277	3,12	75,43	21,23	55,51	194	199	0.00375813451261	0.084113516	0.039,0.223	0.281,0.316	-0.167
4269	"ENSG00000068745.10"	"IP6K2"	chr3	-	48748799	48748892	48752747	48752960	48732522	48732854	48754589	48754621	4269	26,30	10,5	44,25	2,0	199	192	0.00373944855457	0.084113516	0.715,0.853	0.955,1.0	-0.194
1808	"ENSG00000187514.10"	"PTMA"	chr2	+	232576596	232576693	232577152	232577226	232576057	232576129	232577513	232578246	1808	780,400	8375,4104	408,428	6522,5634	196	173	0.00389561817149	0.0853550444627	0.076,0.079	0.052,0.063	0.02
2370	"ENSG00000160305.13"	"DIP2A"	chr21	+	47918494	47918746	47924273	47924402	47916900	47917020	47929169	47929289	2370	26,38	7,9	19,4	16,4	199	199	0.00384296410708	0.0853550444627	0.788,0.809	0.543,0.5	0.277
4568	"ENSG00000105793.11"	"GTPBP10"	chr7	+	90001468	90001542	90003615	90003668	89984399	89984544	90006820	90006928	4568	13,6	21,21	2,3	22,38	173	152	0.00389009625734	0.0853550444627	0.352,0.201	0.074,0.065	0.207
5530	"ENSG00000129566.8"	"TEP1"	chr14	-	20864779	20864889	20869142	20869300	20864017	20864108	20869615	20869740	5530	19,10	21,7	7,1	19,19	199	199	0.00386171600175	0.0853550444627	0.475,0.588	0.269,0.05	0.372
2221	"ENSG00000172660.7"	"TAF15"	chr17	+	34149643	34149837	34151081	34151202	34147335	34147441	34161569	34161602	2221	38,154	23,23	50,127	5,9	199	199	0.00399141453238	0.0869961188393	0.623,0.87	0.909,0.934	-0.175
3072	"ENSG00000087470.13"	"DNM1L"	chr12	+	32866142	32866305	32871576	32871697	32863862	32863949	32873597	32873729	3072	18,18	166,176	4,15	166,269	199	199	0.00435209062344	0.0943632982572	0.098,0.093	0.024,0.053	0.057
4907	"ENSG00000140859.11"	"KIFC3"	chr16	-	57819375	57819578	57822486	57822625	57806134	57806200	57828910	57829053	4907	18,16	23,11	2,0	11,8	199	199	0.00475694646402	0.102607088755	0.439,0.593	0.154,0.0	0.439
3968	"ENSG00000115718.13"	"PROC"	chr2	+	128178807	128179025	128180492	128180517	128177497	128177588	128180609	128180747	3968	0,2	19,7	5,6	7,2	199	124	0.00479105877683	0.102810194268	0.0,0.151	0.308,0.651	-0.404
2815	"ENSG00000151655.13"	"ITIH2"	chr10	+	7785108	7785222	7786044	7786243	7780583	7780721	7786753	7786926	2815	919,1124	2676,3312	595,866	2368,3426	199	199	0.00488066438716	0.104195927404	0.256,0.253	0.201,0.202	0.053
4743	"ENSG00000104687.8"	"GSR"	chr8	-	30546677	30546836	30550485	30550572	30541604	30541716	30553896	30553996	4743	235,164	59,75	209,206	38,39	186	199	0.00501612496696	0.106000650952	0.81,0.701	0.855,0.85	-0.097
5480	"ENSG00000152359.10"	"POC5"	chr5	-	75001528	75001612	75003561	75003700	74998429	74998635	75008678	75008776	5480	2,6	28,38	6,12	15,23	199	183	0.00500207690398	0.106000650952	0.062,0.127	0.269,0.324	-0.202
4405	"ENSG00000032389.8"	"TSSC1"	chr2	-	3261069	3261226	3278109	3278190	3217919	3218019	3341787	3341920	4405	0,0	97,70	8,0	81,40	180	199	0.00512637675405	0.107783365793	0.0,0.0	0.098,0.0	-0.049
593	"ENSG00000082146.8"	"STRADB"	chr2	+	202323506	202323587	202334675	202334775	202319468	202319575	202337677	202337799	593	18,38	382,374	11,26	368,609	180	199	0.00520212426268	0.108826348269	0.05,0.101	0.032,0.045	0.037
5535	"ENSG00000139436.16"	"GIT2"	chr12	-	110385060	110385309	110388971	110389121	110376969	110377052	110390896	110391039	5535	35,46	10,15	38,46	3,4	199	199	0.00549424789698	0.113793800971	0.778,0.754	0.927,0.92	-0.157
5536	"ENSG00000139436.16"	"GIT2"	chr12	-	110385060	110385309	110389016	110389121	110376969	110377052	110390896	110391039	5536	35,47	10,15	38,47	3,4	199	199	0.00546756462049	0.113793800971	0.778,0.758	0.927,0.922	-0.157
658	"ENSG00000105379.5"	"ETFB"	chr19	-	51853582	51853645	51856385	51856544	51850153	51850312	51857403	51857562	658	2085,702	4958,3194	815,138	2304,1985	199	162	0.00553943289545	0.114161678929	0.255,0.152	0.224,0.054	0.065
2733	"ENSG00000049541.6"	"RFC2"	chr7	-	73660991	73661093	73663341	73663550	73657475	73657576	73664068	73664110	2733	10,8	60,56	4,5	84,109	199	199	0.00558981304342	0.114632471427	0.143,0.125	0.045,0.044	0.09
5255	"ENSG00000112339.10"	"HBS1L"	chr6	-	135360710	135360905	135363138	135363264	135323871	135323980	135371719	135371785	5255	26,38	133,92	77,59	137,105	199	199	0.00567453228148	0.115799401411	0.164,0.292	0.36,0.36	-0.132
2415	"ENSG00000131669.5"	"NINJ1"	chr9	-	95887180	95887344	95888691	95888920	95883770	95884512	95896424	95896570	2415	81,79	323,499	27,14	206,170	199	199	0.00572272157329	0.11621312151	0.2,0.137	0.116,0.076	0.073
11	"ENSG00000157326.14"	"DHRS4"	chr14	+	24429110	24429212	24434970	24435041	24424243	24424421	24435140	24435192	11	177,102	58,35	93,69	47,51	199	170	0.00577088988806	0.11662240099	0.723,0.713	0.628,0.536	0.136
